掌权人,排名,排名变化,财富值_人民币_亿,财富值_美元,财富值变化,人物关系,公司名称_中文,公司名称_英文,公司总部地_中文,公司总部地_英文,所在行业_中文,所在行业_英文,性别,年龄,出生地_中文,籍贯_中文,常住地_中文,学历_中文,毕业院校_中文,毕业院校_英文,专业_中文,专业_英文
姜雪飞、朱雪花,754,-48,70.0,990.0,-18%,夫妇,崇达科技,Suntak,广东深圳,Guangdong,印刷电路板,Electronic Components,先生,55,中国-辽宁-大连,中国-辽宁-大连,中国-广东-深圳,,,,,
李国强,754,-283,70.0,990.0,-44%,未知,中升控股,Zhongsheng,辽宁大连,Liaoning,汽车销售,Automobile Sales,先生,60,,,中国-北京,,,,,
李进、李麒麟,754,-50,70.0,990.0,-19%,父子,李宁,Li-ning,北京,Beijing,体育用品、投资,"Sporting Goods, Investments",先生,54,,,中国-四川-成都,,,,,
李振江,754,245,70.0,990.0,13%,家族,神威,Shineway,河北石家庄,Hebei,医药,Pharmaceuticals,先生,67,中国-河北-石家庄,中国-河北,中国-河北-石家庄,,,,,
李志远、靖宇清,754,59,70.0,990.0,-7%,夫妇,金盘科技,Jinpan Smart Technology,海南海口,Hainan,变压器,Transformer,先生,69,中国-广西-南宁,,中国-海南-海口,,,,,
聂云宸,754,-48,70.0,990.0,-18%,未知,喜茶,Heytea,广东深圳,Guangdong,餐饮,Food & Beverages,先生,33,,,中国-广东-深圳,,,,,
彭军,754,142,70.0,990.0,0%,未知,小马智行,Pony.ai,广东广州,Guangzhou,自动驾驶技术,Automatic Driving Technology,先生,未知,,,美国,,,,,
乔玉华,754,174,70.0,990.0,4%,未知,双欣,Shuangxin,内蒙古鄂尔多斯,Inner Mongolia,煤炭、热电、化工,"Coal, Energy, Chemical",先生,58,中国-内蒙古-鄂尔多斯,中国-内蒙古-鄂尔多斯,中国-内蒙古-鄂尔多斯,,,,,
孙伟杰,754,142,70.0,990.0,0%,未知,杰瑞石油,Jereh Oilfield,山东烟台,Shandong,石油专用设备,Oil equipment,先生,61,中国-山东,中国-山东,中国-山东-烟台,,,,,
谭瑞清、张晓琳,754,105,70.0,990.0,-5%,夫妇,龙佰,LB,河南焦作,Henan,钛白粉,Titanium Dioxide,先生,58,中国-河南,,中国-河南-郑州,本科,,,,
唐晔,754,59,70.0,990.0,-7%,未知,柏楚电子,Friendess,上海闵行,Shanghai,信息技术,Information technology ,先生,43,,,中国-上海,硕士,南工大、上海交大,,,
王锦华、宋英,754,1,70.0,990.0,-13%,夫妇,金石资源,China Kings Resources Group,浙江杭州,Zhejiang,矿产,Mining,先生,61,中国-浙江,,中国-浙江-杭州,博士,,,,
王敏文,754,-119,70.0,990.0,-26%,未知,立昂微,Lion Microelectronics,浙江杭州,Zhejiang,半导体,Semiconductors,先生,61,中国-浙江,,中国-浙江-衢州,硕士,复旦,,,
吴崇仪,754,107,70.0,990.0,-4%,未知,至兴,Fine Blanking,台湾彰化,Taiwan,汽车零部件,Auto Components,先生,65,中国-台湾,,中国-台湾-彰化,,,,,
徐冠巨,754,-48,70.0,990.0,-18%,未知,传化,Chuanhua,浙江杭州,Zhejiang,化工、农业、投资,"Chemical, agriculture, Investments",先生,63,中国-浙江-杭州,,中国-浙江-杭州,硕士,浙江省委党校,,,
许志翰,754,-233,70.0,990.0,-39%,未知,卓胜微,Guide Electrics,江苏无锡,Jiangsu,电子器件制造,Electronic,先生,52,,,中国-江苏-无锡,硕士,,,,
薛济萍,754,59,70.0,990.0,-7%,未知,中天科技,ZTT,江苏南通,Jiangsu,电缆,Cable,先生,73,中国-江苏-南通,中国-江苏-南通,中国-江苏-南通,,,,,
姚其湧,754,142,70.0,990.0,0%,未知,宏兆,Jumbo Sheen,广东深圳,Guangdong,投资,Investments,先生,60,,,中国-广东-深圳,,,,,
袁菁,754,142,70.0,990.0,0%,未知,沐瞳科技,Moonton,上海,Shanghai,游戏,Game,先生,44,,,中国-上海,,,,,
张大中,754,-52,70.0,990.0,-20%,未知,大中,Dazhong,北京,Beijing,投资,Investments,先生,76,中国-北京,中国-北京,中国-北京,,,,,
张晖,754,142,70.0,990.0,0%,未知,满帮,Manbang Group,贵州贵阳,Guizhou,运输,Transportation,先生,46,中国-江苏,,中国-江苏-南京,,,,,
